date,product,category,description,sales,price,promo
2010-08-23,15036,15,ASSORTED COLOURS SILK FAN,18,1.1033333333333333,0.0
2010-08-30,15036,15,ASSORTED COLOURS SILK FAN,26,1.1033333333333333,0.0
2010-09-06,15036,15,ASSORTED COLOURS SILK FAN,2,1.28,0.0
2010-09-13,15036,15,ASSORTED COLOURS SILK FAN,3,1.28,0.0
2010-09-20,15036,15,ASSORTED COLOURS SILK FAN,21,0.8825000000000001,0.0
2010-09-27,15036,15,ASSORTED COLOURS SILK FAN,23,1.0150000000000001,0.0
2010-10-11,15036,15,ASSORTED COLOURS SILK FAN,831,0.87,1.0
2010-10-18,15036,15,ASSORTED COLOURS SILK FAN,160,0.9266666666666666,0.0
2010-10-25,15036,15,ASSORTED COLOURS SILK FAN,1398,1.0385714285714285,0.0
2010-11-01,15036,15,ASSORTED COLOURS SILK FAN,205,1.052857142857143,0.0
2010-11-08,15036,15,ASSORTED COLOURS SILK FAN,130,1.0591666666666668,0.0
2010-11-15,15036,15,ASSORTED COLOURS SILK FAN,331,0.9553333333333334,0.0
2010-11-22,15036,15,ASSORTED COLOURS SILK FAN,903,0.909375,0.0
2010-11-29,15036,15,ASSORTED COLOURS SILK FAN,205,0.8747058823529412,0.0
2010-12-06,15036,15,ASSORTED COLOURS SILK FAN,39,1.1916666666666667,0.0
2010-12-13,15036,15,ASSORTED COLOURS SILK FAN,35,1.1033333333333333,0.0
2010-12-20,15036,15,ASSORTED COLOURS SILK FAN,18,1.1033333333333333,0.0
2011-01-03,15036,15,ASSORTED COLOURS SILK FAN,18,1.1475,0.0
2011-01-10,15036,15,ASSORTED COLOURS SILK FAN,159,1.0966666666666667,0.0
2011-01-17,15036,15,ASSORTED COLOURS SILK FAN,39,0.9166666666666666,0.0
2011-01-24,15036,15,ASSORTED COLOURS SILK FAN,112,1.0,0.0
2011-01-31,15036,15,ASSORTED COLOURS SILK FAN,1901,0.9027272727272727,0.0
2011-02-07,15036,15,ASSORTED COLOURS SILK FAN,68,1.3366666666666667,0.0
2011-02-14,15036,15,ASSORTED COLOURS SILK FAN,762,1.004,0.0
2011-02-21,15036,15,ASSORTED COLOURS SILK FAN,128,0.8757142857142857,1.0
2011-02-28,15036,15,ASSORTED COLOURS SILK FAN,91,1.252857142857143,0.0
2011-03-07,15036,15,ASSORTED COLOURS SILK FAN,369,0.9455555555555555,0.0
2011-03-14,15036,15,ASSORTED COLOURS SILK FAN,1330,1.0266666666666666,0.0
2011-03-21,15036,15,ASSORTED COLOURS SILK FAN,99,1.252857142857143,0.0
2011-03-28,15036,15,ASSORTED COLOURS SILK FAN,1229,1.0483333333333333,0.0
2011-04-04,15036,15,ASSORTED COLOURS SILK FAN,111,1.2166666666666666,0.0
2011-04-11,15036,15,ASSORTED COLOURS SILK FAN,864,0.82,1.0
2011-04-18,15036,15,ASSORTED COLOURS SILK FAN,174,1.13,0.0
2011-04-25,15036,15,ASSORTED COLOURS SILK FAN,793,0.9128571428571428,0.0
2011-05-02,15036,15,ASSORTED COLOURS SILK FAN,972,1.0875,0.0
2011-05-09,15036,15,ASSORTED COLOURS SILK FAN,898,0.83,1.0
2011-05-16,15036,15,ASSORTED COLOURS SILK FAN,1031,0.9445,0.0
2011-05-23,15036,15,ASSORTED COLOURS SILK FAN,397,1.0699999999999998,0.0
2011-05-30,15036,15,ASSORTED COLOURS SILK FAN,193,1.1541666666666666,0.0
2011-06-06,15036,15,ASSORTED COLOURS SILK FAN,1562,1.0952941176470588,0.0
2011-06-13,15036,15,ASSORTED COLOURS SILK FAN,973,0.9176470588235294,0.0
2011-06-20,15036,15,ASSORTED COLOURS SILK FAN,145,1.15,0.0
2011-06-27,15036,15,ASSORTED COLOURS SILK FAN,131,1.0585714285714285,0.0
2011-07-04,15036,15,ASSORTED COLOURS SILK FAN,1938,1.2142857142857142,0.0
2011-07-11,15036,15,ASSORTED COLOURS SILK FAN,328,0.9530769230769229,0.0
2011-07-18,15036,15,ASSORTED COLOURS SILK FAN,510,0.98,0.0
2011-07-25,15036,15,ASSORTED COLOURS SILK FAN,638,1.2714285714285711,0.0
2011-08-01,15036,15,ASSORTED COLOURS SILK FAN,223,1.0699999999999998,0.0
2011-08-08,15036,15,ASSORTED COLOURS SILK FAN,268,1.076153846153846,0.0
2011-08-15,15036,15,ASSORTED COLOURS SILK FAN,60,0.83,1.0
2011-08-22,15036,15,ASSORTED COLOURS SILK FAN,60,0.83,1.0
2011-08-29,15036,15,ASSORTED COLOURS SILK FAN,157,1.5794444444444444,0.0
2011-09-05,15036,15,ASSORTED COLOURS SILK FAN,155,1.15,0.0
2011-09-12,15036,15,ASSORTED COLOURS SILK FAN,52,1.0299999999999998,0.0
2011-09-19,15036,15,ASSORTED COLOURS SILK FAN,93,1.23,0.0
2011-09-26,15036,15,ASSORTED COLOURS SILK FAN,30,1.31,0.0
2011-10-03,15036,15,ASSORTED COLOURS SILK FAN,721,0.91625,1.0
2011-10-10,15036,15,ASSORTED COLOURS SILK FAN,224,1.1209090909090909,0.0
2011-10-17,15036,15,ASSORTED COLOURS SILK FAN,122,1.0966666666666667,0.0
2011-10-24,15036,15,ASSORTED COLOURS SILK FAN,101,1.23,0.0
2011-10-31,15036,15,ASSORTED COLOURS SILK FAN,83,1.3299999999999998,0.0
2011-11-07,15036,15,ASSORTED COLOURS SILK FAN,107,1.0077777777777779,0.0
2011-11-14,15036,15,ASSORTED COLOURS SILK FAN,104,1.1855555555555555,0.0
2011-11-21,15036,15,ASSORTED COLOURS SILK FAN,237,1.0966666666666667,0.0
2011-11-28,15036,15,ASSORTED COLOURS SILK FAN,143,1.1855555555555555,0.0
2011-12-05,15036,15,ASSORTED COLOURS SILK FAN,14,1.63,0.0
2009-11-30,16014,16,SMALL CHINESE STYLE SCISSOR,20,0.32,0.0
2009-12-07,16014,16,SMALL CHINESE STYLE SCISSOR,1510,0.37,0.0
2009-12-14,16014,16,SMALL CHINESE STYLE SCISSOR,3010,0.37,0.0
2010-01-11,16014,16,SMALL CHINESE STYLE SCISSOR,10,0.42,0.0
2010-01-18,16014,16,SMALL CHINESE STYLE SCISSOR,10,0.42,0.0
2010-02-01,16014,16,SMALL CHINESE STYLE SCISSOR,20,0.42,0.0
2010-02-08,16014,16,SMALL CHINESE STYLE SCISSOR,10,0.42,0.0
2010-02-15,16014,16,SMALL CHINESE STYLE SCISSOR,1,0.42,0.0
2010-02-22,16014,16,SMALL CHINESE STYLE SCISSOR,3,0.42,0.0
2010-03-15,16014,16,SMALL CHINESE STYLE SCISSOR,1010,0.37,0.0
2010-03-29,16014,16,SMALL CHINESE STYLE SCISSOR,60,0.42,0.0
2010-04-12,16014,16,SMALL CHINESE STYLE SCISSOR,10,0.42,0.0
2010-04-19,16014,16,SMALL CHINESE STYLE SCISSOR,50,0.42,0.0
2010-06-07,16014,16,SMALL CHINESE STYLE SCISSOR,1000,0.32,1.0
2010-06-14,16014,16,SMALL CHINESE STYLE SCISSOR,2005,0.37,0.0
2010-06-21,16014,16,SMALL CHINESE STYLE SCISSOR,1000,0.32,1.0
2010-07-05,16014,16,SMALL CHINESE STYLE SCISSOR,1,0.42,0.0
2010-07-19,16014,16,SMALL CHINESE STYLE SCISSOR,500,0.32,1.0
2010-07-26,16014,16,SMALL CHINESE STYLE SCISSOR,60,0.42,0.0
2010-08-02,16014,16,SMALL CHINESE STYLE SCISSOR,10,0.42,0.0
2010-08-09,16014,16,SMALL CHINESE STYLE SCISSOR,20,0.42,0.0
2010-08-23,16014,16,SMALL CHINESE STYLE SCISSOR,1010,0.37,0.0
2010-09-13,16014,16,SMALL CHINESE STYLE SCISSOR,500,0.32,1.0
2010-10-11,16014,16,SMALL CHINESE STYLE SCISSOR,20,0.32,0.0
2010-10-18,16014,16,SMALL CHINESE STYLE SCISSOR,40,0.42,0.0
2010-10-25,16014,16,SMALL CHINESE STYLE SCISSOR,4100,0.35333333333333333,0.0
2010-11-01,16014,16,SMALL CHINESE STYLE SCISSOR,10,0.42,0.0
2010-11-08,16014,16,SMALL CHINESE STYLE SCISSOR,6,0.42,0.0
2010-11-29,16014,16,SMALL CHINESE STYLE SCISSOR,28,0.42,0.0
2010-12-06,16014,16,SMALL CHINESE STYLE SCISSOR,2002,0.37,0.0
2010-12-13,16014,16,SMALL CHINESE STYLE SCISSOR,14,0.42,0.0
2011-01-24,16014,16,SMALL CHINESE STYLE SCISSOR,10,0.42,0.0
2011-02-14,16014,16,SMALL CHINESE STYLE SCISSOR,1500,0.32,1.0
2011-02-21,16014,16,SMALL CHINESE STYLE SCISSOR,1,0.42,0.0
2011-03-14,16014,16,SMALL CHINESE STYLE SCISSOR,60,0.42,0.0
2011-03-21,16014,16,SMALL CHINESE STYLE SCISSOR,1000,0.32,1.0
2011-04-11,16014,16,SMALL CHINESE STYLE SCISSOR,10,0.42,0.0
2011-04-18,16014,16,SMALL CHINESE STYLE SCISSOR,3,0.42,0.0
2011-04-25,16014,16,SMALL CHINESE STYLE SCISSOR,10,0.42,0.0
2011-05-02,16014,16,SMALL CHINESE STYLE SCISSOR,2601,0.35333333333333333,0.0
2011-05-09,16014,16,SMALL CHINESE STYLE SCISSOR,110,0.42,0.0
2011-06-06,16014,16,SMALL CHINESE STYLE SCISSOR,20,0.32,1.0
2011-06-13,16014,16,SMALL CHINESE STYLE SCISSOR,12,0.42,0.0
2011-07-04,16014,16,SMALL CHINESE STYLE SCISSOR,20,0.42,0.0
2011-08-08,16014,16,SMALL CHINESE STYLE SCISSOR,10,0.42,0.0
2011-08-15,16014,16,SMALL CHINESE STYLE SCISSOR,1,0.42,0.0
2011-08-22,16014,16,SMALL CHINESE STYLE SCISSOR,2034,0.395,0.0
2011-09-05,16014,16,SMALL CHINESE STYLE SCISSOR,1000,0.32,1.0
2011-09-26,16014,16,SMALL CHINESE STYLE SCISSOR,1,0.42,0.0
2011-10-10,16014,16,SMALL CHINESE STYLE SCISSOR,20,0.42,0.0
2011-10-17,16014,16,SMALL CHINESE STYLE SCISSOR,20,0.42,0.0
2011-10-31,16014,16,SMALL CHINESE STYLE SCISSOR,3021,0.38666666666666666,0.0
2011-11-07,16014,16,SMALL CHINESE STYLE SCISSOR,10,0.42,0.0
2011-11-21,16014,16,SMALL CHINESE STYLE SCISSOR,514,0.395,0.0
2011-11-28,16014,16,SMALL CHINESE STYLE SCISSOR,11,0.42,0.0
2009-11-30,17003,17,BROCADE RING PURSE ,183,0.265,0.0
2009-12-07,17003,17,BROCADE RING PURSE ,192,0.2375,0.0
2009-12-14,17003,17,BROCADE RING PURSE ,425,0.2375,0.0
2009-12-21,17003,17,BROCADE RING PURSE ,1,0.43,0.0
2010-01-04,17003,17,BROCADE RING PURSE ,2,0.21,1.0
2010-01-11,17003,17,BROCADE RING PURSE ,758,0.21,1.0
2010-01-18,17003,17,BROCADE RING PURSE ,51,0.21,1.0
2010-01-25,17003,17,BROCADE RING PURSE ,150,0.21,1.0
2010-02-01,17003,17,BROCADE RING PURSE ,806,0.19333333333333333,1.0
2010-02-08,17003,17,BROCADE RING PURSE ,151,0.21,0.0
2010-02-15,17003,17,BROCADE RING PURSE ,829,0.1975,1.0
2010-02-22,17003,17,BROCADE RING PURSE ,109,0.265,0.0
2010-03-01,17003,17,BROCADE RING PURSE ,184,0.32,0.0
2010-03-08,17003,17,BROCADE RING PURSE ,21,0.2833333333333333,0.0
2010-03-15,17003,17,BROCADE RING PURSE ,792,0.17666666666666667,1.0
2010-04-05,17003,17,BROCADE RING PURSE ,61,0.21,0.0
2010-04-19,17003,17,BROCADE RING PURSE ,119,0.288,0.0
2010-04-26,17003,17,BROCADE RING PURSE ,721,0.295,0.0
2010-05-03,17003,17,BROCADE RING PURSE ,828,0.185,1.0
2010-05-10,17003,17,BROCADE RING PURSE ,2342,0.19,1.0
2010-05-17,17003,17,BROCADE RING PURSE ,62,0.298,0.0
2010-05-24,17003,17,BROCADE RING PURSE ,738,0.185,1.0
2010-05-31,17003,17,BROCADE RING PURSE ,43,0.3566666666666667,0.0
2010-06-07,17003,17,BROCADE RING PURSE ,1289,0.2058333333333333,1.0
2010-06-14,17003,17,BROCADE RING PURSE ,309,0.265,0.0
2010-06-21,17003,17,BROCADE RING PURSE ,987,0.2,1.0
2010-06-28,17003,17,BROCADE RING PURSE ,758,0.26,0.0
2010-07-05,17003,17,BROCADE RING PURSE ,194,0.21,0.0
2010-07-12,17003,17,BROCADE RING PURSE ,6,0.43,0.0
2010-07-19,17003,17,BROCADE RING PURSE ,775,0.31166666666666665,0.0
2010-07-26,17003,17,BROCADE RING PURSE ,180,0.21,1.0
2010-08-02,17003,17,BROCADE RING PURSE ,216,0.21,1.0
2010-08-09,17003,17,BROCADE RING PURSE ,36,0.21,1.0
2010-08-16,17003,17,BROCADE RING PURSE ,828,0.1975,1.0
2010-08-23,17003,17,BROCADE RING PURSE ,828,0.19333333333333333,1.0
2010-08-30,17003,17,BROCADE RING PURSE ,11138,0.255,0.0
2010-09-06,17003,17,BROCADE RING PURSE ,1590,0.2,1.0
2010-09-13,17003,17,BROCADE RING PURSE ,74,0.21,0.0
2010-09-20,17003,17,BROCADE RING PURSE ,922,0.2833333333333333,0.0
2010-09-27,17003,17,BROCADE RING PURSE ,149,0.24666666666666667,0.0
2010-10-04,17003,17,BROCADE RING PURSE ,5632,0.23142857142857146,0.0
2010-10-11,17003,17,BROCADE RING PURSE ,925,0.22545454545454546,0.0
2010-10-18,17003,17,BROCADE RING PURSE ,150,0.298,0.0
2010-10-25,17003,17,BROCADE RING PURSE ,36,0.21,0.0
2010-11-01,17003,17,BROCADE RING PURSE ,6780,0.23857142857142857,0.0
2010-11-08,17003,17,BROCADE RING PURSE ,548,0.21000000000000002,0.0
2010-11-15,17003,17,BROCADE RING PURSE ,1522,0.20285714285714285,0.0
2010-11-22,17003,17,BROCADE RING PURSE ,1757,0.23857142857142857,0.0
2010-11-29,17003,17,BROCADE RING PURSE ,1596,0.244,0.0
2010-12-06,17003,17,BROCADE RING PURSE ,418,0.35666666666666663,0.0
2010-12-13,17003,17,BROCADE RING PURSE ,90,0.32,0.0
2011-01-03,17003,17,BROCADE RING PURSE ,864,0.19333333333333333,1.0
2011-01-10,17003,17,BROCADE RING PURSE ,8,0.32,0.0
2011-01-17,17003,17,BROCADE RING PURSE ,831,0.25,0.0
2011-01-24,17003,17,BROCADE RING PURSE ,1440,0.16,1.0
2011-01-31,17003,17,BROCADE RING PURSE ,110,0.2625,0.0
2011-02-14,17003,17,BROCADE RING PURSE ,254,0.3466666666666667,0.0
2011-02-28,17003,17,BROCADE RING PURSE ,144,0.29,0.0
2011-03-07,17003,17,BROCADE RING PURSE ,252,0.29,0.0
2011-03-14,17003,17,BROCADE RING PURSE ,2196,0.26,0.0
2011-03-21,17003,17,BROCADE RING PURSE ,48,0.29,0.0
2011-03-28,17003,17,BROCADE RING PURSE ,769,0.27666666666666667,0.0
2011-04-04,17003,17,BROCADE RING PURSE ,146,0.4033333333333333,0.0
2011-04-11,17003,17,BROCADE RING PURSE ,73,0.29,0.0
2011-04-18,17003,17,BROCADE RING PURSE ,11,0.63,0.0
2011-04-25,17003,17,BROCADE RING PURSE ,267,0.365,0.0
2011-05-02,17003,17,BROCADE RING PURSE ,78,0.29,0.0
2011-05-09,17003,17,BROCADE RING PURSE ,510,0.29,0.0
2011-05-16,17003,17,BROCADE RING PURSE ,792,0.27666666666666667,1.0
2011-05-23,17003,17,BROCADE RING PURSE ,793,0.27666666666666667,0.0
2011-05-30,17003,17,BROCADE RING PURSE ,324,0.29,0.0
2011-06-06,17003,17,BROCADE RING PURSE ,913,0.28428571428571425,0.0
2011-06-13,17003,17,BROCADE RING PURSE ,837,0.26999999999999996,1.0
2011-06-20,17003,17,BROCADE RING PURSE ,864,0.27,1.0
2011-06-27,17003,17,BROCADE RING PURSE ,88,0.375,0.0
2011-07-04,17003,17,BROCADE RING PURSE ,318,0.29,0.0
2011-07-11,17003,17,BROCADE RING PURSE ,1012,0.282,0.0
2011-07-18,17003,17,BROCADE RING PURSE ,289,0.29,0.0
2011-07-25,17003,17,BROCADE RING PURSE ,149,0.45999999999999996,0.0
2011-08-01,17003,17,BROCADE RING PURSE ,146,0.4033333333333333,0.0
2011-08-08,17003,17,BROCADE RING PURSE ,144,0.29,0.0
2011-08-15,17003,17,BROCADE RING PURSE ,78,0.29,0.0
2011-08-22,17003,17,BROCADE RING PURSE ,940,0.28428571428571425,0.0
2011-08-29,17003,17,BROCADE RING PURSE ,291,0.5,0.0
2011-09-05,17003,17,BROCADE RING PURSE ,180,0.39,0.0
2011-09-12,17003,17,BROCADE RING PURSE ,109,0.5,0.0
2011-09-19,17003,17,BROCADE RING PURSE ,857,0.376,0.0
2011-09-26,17003,17,BROCADE RING PURSE ,895,0.425,0.0
2011-10-03,17003,17,BROCADE RING PURSE ,376,0.39,0.0
2011-10-10,17003,17,BROCADE RING PURSE ,72,0.39,0.0
2011-10-17,17003,17,BROCADE RING PURSE ,204,0.376,0.0
2011-10-24,17003,17,BROCADE RING PURSE ,1684,0.36375,0.0
2011-10-31,17003,17,BROCADE RING PURSE ,100,0.5,0.0
2011-11-07,17003,17,BROCADE RING PURSE ,109,0.39,0.0
2011-11-14,17003,17,BROCADE RING PURSE ,315,0.4518181818181818,0.0
2011-11-21,17003,17,BROCADE RING PURSE ,474,0.44333333333333336,0.0
2011-11-28,17003,17,BROCADE RING PURSE ,130,0.5785714285714285,0.0
2011-12-05,17003,17,BROCADE RING PURSE ,205,0.502,0.0
2009-11-30,20668,20,DISCO BALL CHRISTMAS DECORATION,937,0.11818181818181818,0.0
2009-12-07,20668,20,DISCO BALL CHRISTMAS DECORATION,1176,0.19583333333333333,0.0
2009-12-14,20668,20,DISCO BALL CHRISTMAS DECORATION,37,0.275,0.0
2010-01-11,20668,20,DISCO BALL CHRISTMAS DECORATION,1,0.12,1.0
2010-02-01,20668,20,DISCO BALL CHRISTMAS DECORATION,1,0.12,1.0
2010-02-22,20668,20,DISCO BALL CHRISTMAS DECORATION,2,0.12,1.0
2010-03-08,20668,20,DISCO BALL CHRISTMAS DECORATION,1,0.12,1.0
2010-03-22,20668,20,DISCO BALL CHRISTMAS DECORATION,2,0.12,1.0
2010-04-05,20668,20,DISCO BALL CHRISTMAS DECORATION,8,0.12,1.0
2010-05-24,20668,20,DISCO BALL CHRISTMAS DECORATION,3,0.12,1.0
2010-06-07,20668,20,DISCO BALL CHRISTMAS DECORATION,24,0.12,0.0
2010-06-14,20668,20,DISCO BALL CHRISTMAS DECORATION,96,0.12,0.0
2010-06-21,20668,20,DISCO BALL CHRISTMAS DECORATION,96,0.12,0.0
2010-06-28,20668,20,DISCO BALL CHRISTMAS DECORATION,12,0.12,0.0
2010-07-26,20668,20,DISCO BALL CHRISTMAS DECORATION,60,0.12,0.0
2010-08-16,20668,20,DISCO BALL CHRISTMAS DECORATION,24,0.12,0.0
2010-08-30,20668,20,DISCO BALL CHRISTMAS DECORATION,276,0.2233333333333333,0.0
2010-09-13,20668,20,DISCO BALL CHRISTMAS DECORATION,432,0.11599999999999999,0.0
2010-09-20,20668,20,DISCO BALL CHRISTMAS DECORATION,303,0.21666666666666667,0.0
2010-09-27,20668,20,DISCO BALL CHRISTMAS DECORATION,397,0.17166666666666666,0.0
2010-10-04,20668,20,DISCO BALL CHRISTMAS DECORATION,573,0.16142857142857142,0.0
2010-10-11,20668,20,DISCO BALL CHRISTMAS DECORATION,222,0.16428571428571428,0.0
2010-10-18,20668,20,DISCO BALL CHRISTMAS DECORATION,709,0.15875,0.0
2010-10-25,20668,20,DISCO BALL CHRISTMAS DECORATION,202,0.16428571428571428,0.0
2010-11-01,20668,20,DISCO BALL CHRISTMAS DECORATION,555,0.22166666666666668,0.0
2010-11-08,20668,20,DISCO BALL CHRISTMAS DECORATION,700,0.16285714285714284,0.0
2010-11-15,20668,20,DISCO BALL CHRISTMAS DECORATION,367,0.14583333333333334,0.0
2010-11-22,20668,20,DISCO BALL CHRISTMAS DECORATION,655,0.17470588235294116,0.0
2010-11-29,20668,20,DISCO BALL CHRISTMAS DECORATION,947,0.2126086956521739,0.0
2010-12-06,20668,20,DISCO BALL CHRISTMAS DECORATION,916,0.20133333333333334,0.0
2010-12-13,20668,20,DISCO BALL CHRISTMAS DECORATION,774,0.16142857142857142,0.0
2010-12-20,20668,20,DISCO BALL CHRISTMAS DECORATION,24,0.12,1.0
2011-01-03,20668,20,DISCO BALL CHRISTMAS DECORATION,24,0.12,1.0
2011-01-10,20668,20,DISCO BALL CHRISTMAS DECORATION,49,0.2233333333333333,0.0
2011-01-17,20668,20,DISCO BALL CHRISTMAS DECORATION,5,0.42,0.0
2011-02-07,20668,20,DISCO BALL CHRISTMAS DECORATION,4,0.42,0.0
2011-02-14,20668,20,DISCO BALL CHRISTMAS DECORATION,25,0.27,0.0
2011-02-21,20668,20,DISCO BALL CHRISTMAS DECORATION,24,0.12,1.0
2011-03-07,20668,20,DISCO BALL CHRISTMAS DECORATION,144,0.12,1.0
2011-03-14,20668,20,DISCO BALL CHRISTMAS DECORATION,28,0.27,0.0
2011-03-21,20668,20,DISCO BALL CHRISTMAS DECORATION,39,0.42,0.0
2011-03-28,20668,20,DISCO BALL CHRISTMAS DECORATION,24,0.12,1.0
2011-04-04,20668,20,DISCO BALL CHRISTMAS DECORATION,6,0.42,0.0
2011-04-11,20668,20,DISCO BALL CHRISTMAS DECORATION,1,0.12,1.0
2011-04-25,20668,20,DISCO BALL CHRISTMAS DECORATION,48,0.12,1.0
2011-05-02,20668,20,DISCO BALL CHRISTMAS DECORATION,24,0.12,1.0
2011-05-09,20668,20,DISCO BALL CHRISTMAS DECORATION,36,0.21999999999999997,0.0
2011-05-16,20668,20,DISCO BALL CHRISTMAS DECORATION,24,0.12,1.0
2011-05-23,20668,20,DISCO BALL CHRISTMAS DECORATION,48,0.12,1.0
2011-05-30,20668,20,DISCO BALL CHRISTMAS DECORATION,168,0.12,1.0
2011-06-06,20668,20,DISCO BALL CHRISTMAS DECORATION,175,0.195,0.0
2011-06-20,20668,20,DISCO BALL CHRISTMAS DECORATION,48,0.12,1.0
2011-06-27,20668,20,DISCO BALL CHRISTMAS DECORATION,76,0.21999999999999997,0.0
2011-07-04,20668,20,DISCO BALL CHRISTMAS DECORATION,98,0.21999999999999997,0.0
2011-07-18,20668,20,DISCO BALL CHRISTMAS DECORATION,78,0.12,1.0
2011-07-25,20668,20,DISCO BALL CHRISTMAS DECORATION,150,0.195,0.0
2011-08-01,20668,20,DISCO BALL CHRISTMAS DECORATION,746,0.176,0.0
2011-08-08,20668,20,DISCO BALL CHRISTMAS DECORATION,12,0.42,0.0
2011-08-15,20668,20,DISCO BALL CHRISTMAS DECORATION,144,0.12,1.0
2011-08-22,20668,20,DISCO BALL CHRISTMAS DECORATION,264,0.12,1.0
2011-09-05,20668,20,DISCO BALL CHRISTMAS DECORATION,97,0.12,1.0
2011-09-12,20668,20,DISCO BALL CHRISTMAS DECORATION,96,0.12,1.0
2011-09-19,20668,20,DISCO BALL CHRISTMAS DECORATION,30,0.27,0.0
2011-09-26,20668,20,DISCO BALL CHRISTMAS DECORATION,145,0.18,0.0
2011-10-03,20668,20,DISCO BALL CHRISTMAS DECORATION,55,0.195,0.0
2011-10-10,20668,20,DISCO BALL CHRISTMAS DECORATION,348,0.12000000000000001,1.0
2011-10-17,20668,20,DISCO BALL CHRISTMAS DECORATION,1313,0.11733333333333333,1.0
2011-10-24,20668,20,DISCO BALL CHRISTMAS DECORATION,474,0.1175,1.0
2011-10-31,20668,20,DISCO BALL CHRISTMAS DECORATION,328,0.14727272727272725,0.0
2011-11-07,20668,20,DISCO BALL CHRISTMAS DECORATION,1398,0.11499999999999999,1.0
2011-11-14,20668,20,DISCO BALL CHRISTMAS DECORATION,622,0.12000000000000001,1.0
2011-11-21,20668,20,DISCO BALL CHRISTMAS DECORATION,1022,0.13272727272727272,0.0
2011-11-28,20668,20,DISCO BALL CHRISTMAS DECORATION,1656,0.17375,0.0
2011-12-05,20668,20,DISCO BALL CHRISTMAS DECORATION,856,0.21833333333333335,0.0
2009-11-30,20713,20,JUMBO BAG OWLS,83,2.3210526315789473,0.0
2009-12-07,20713,20,JUMBO BAG OWLS,278,2.623529411764706,0.0
2009-12-14,20713,20,JUMBO BAG OWLS,149,2.390625,0.0
2009-12-21,20713,20,JUMBO BAG OWLS,12,3.516666666666667,0.0
2010-01-04,20713,20,JUMBO BAG OWLS,36,1.95,1.0
2010-01-11,20713,20,JUMBO BAG OWLS,265,2.8491666666666666,0.0
2010-01-18,20713,20,JUMBO BAG OWLS,164,2.4188888888888886,0.0
